Basin_ID,Delta_R2_Mean,Delta_R2_Median,Delta_R2_SE,Delta_R2_CI_2_5,Delta_R2_CI_97_5,Imp_P_Mean,Imp_P_CI_Low,Imp_P_CI_Upp,Imp_ET_Mean,Imp_ET_CI_Low,Imp_ET_CI_Upp,Imp_Q_Mean,Imp_Q_CI_Low,Imp_Q_CI_Upp,Imp_GW_Mean,Imp_GW_CI_Low,Imp_GW_CI_Upp,Imp_SW_Mean,Imp_SW_CI_Low,Imp_SW_CI_Upp,Top_Driver_Prob_P,Top_Driver_Prob_ET,Top_Driver_Prob_Q,Top_Driver_Prob_GW,Top_Driver_Prob_SW
65,0.00673819975970409,0.00664669818461566,0.0287056578853574,-0.0504136878020727,0.0659235391464007,1.31398345198304,0.930878908797353,1.66073569015251,0.825400013354075,0.38960576075407,1.22987813536411,0.919228336063067,0.559742976076503,1.25279721161449,0.893736729560969,0.4877116838926,1.2596650750223,0.763316635659029,0.286997916672823,1.17698430311518,0.92,0.02,0.017,0.039,0.004
66,0.0123053600339975,0.0123049631623589,0.0260284283033244,-0.0366112505298235,0.0602224086700814,1.15743389763143,0.902181024363211,1.44367300378972,0.822874849933624,0.349242611772038,1.22643446576994,1.03086989419875,0.645377603572777,1.38922924315235,0.914170576195745,0.498545931496904,1.29482114760565,0.854345610160842,0.442088973935988,1.28872427083479,0.693,0.014,0.212,0.043,0.038
67,0.026534761370489,0.026597984366708,0.0322457066258257,-0.0330305830296161,0.0939683651691328,0.981318952085664,0.590548541654212,1.32769142760266,0.79686189780692,0.279477812268349,1.27566417015441,0.956318493370486,0.556012872319758,1.31222268152777,0.801132182623351,0.307212645292777,1.25137824956993,0.797001258038995,0.202761317871596,1.30079152695416,0.408,0.058,0.375,0.058,0.101
68,0.0128259428179837,0.0133057774995065,0.0275530572670489,-0.041844338952891,0.0668183195317523,1.01617328436661,0.645432843107931,1.36995421398412,0.753950234898778,0.248455262141559,1.22078808932166,0.975041708259907,0.558654947016769,1.35234788869021,0.932382282949761,0.496171655757741,1.34779314686682,0.858498076640307,0.441706739555484,1.27948992952001,0.444,0.02,0.278,0.188,0.07
69,0.00601182740843545,0.00539266333516336,0.0340777351705077,-0.0564920073305787,0.0731941219698031,0.950286269282173,0.564221743068113,1.36888705315343,0.742300272105894,0.297176377422205,1.16645205284918,0.937081664741519,0.584680225471671,1.29332564895679,0.638059042263977,0.180379905516389,1.12950958132617,0.756040887891555,0.312217662908278,1.24214653268175,0.456,0.041,0.427,0.013,0.063
70,0.0366162479505576,0.0372379305106417,0.0297558775949703,-0.0202077053119372,0.0900469081143708,0.973183687398766,0.656917365601609,1.30598020412097,0.87545048675805,0.44138713872133,1.26012943440593,0.996103631760884,0.729592177195726,1.26210239793685,0.939161429687952,0.53312175921839,1.30559360671952,0.970311250029887,0.61234532481135,1.33253932339733,0.227,0.067,0.285,0.184,0.237
71,0.0235289389038126,0.0220255515618019,0.0351109838276986,-0.0452612369700057,0.0924472933267906,0.87599785330961,0.554583395433973,1.18740306697217,0.651228846874372,0.141331248180022,1.13313370061819,0.97702519008307,0.716880201459109,1.31722638547338,0.807100689686871,0.404432848231184,1.2591623758597,0.736824644109627,0.353858317916365,1.198690426823,0.211,0.025,0.583,0.136,0.045
72,0.00684409496488132,0.00574611076863973,0.0292103488722343,-0.0480190054442588,0.0672541515281907,0.856502816556801,0.501263695103515,1.20767626870097,0.888802215310619,0.503919575486345,1.25844464064221,0.890555482585466,0.561308312446541,1.22205055631197,0.655879217955531,0.15377965235104,1.10280911183397,0.879426667404823,0.476344495546077,1.2178120949193,0.166,0.291,0.256,0.01,0.277
73,0.0236276100060935,0.0228199425541172,0.0340894338713347,-0.0419929703914712,0.0920885279324519,1.04147631346648,0.647009135317602,1.39278369795133,0.765609358429577,0.223101051110586,1.21471893349787,0.872221564836698,0.399260694203407,1.27640868657456,0.80512696409969,0.338209834907233,1.24109331981469,0.749343716288751,0.253281895829594,1.20797062695289,0.684,0.036,0.148,0.09,0.042
74,-0.00910990015550286,-0.0107544700846921,0.031480310520168,-0.0648896517454964,0.0561735691243753,1.04833288761265,0.756742398027519,1.3366573568029,0.900782331583594,0.553931313063878,1.21879844041133,0.892753174177616,0.569006343785561,1.2184657803207,0.729401910005852,0.292932427302326,1.17062805751665,0.770199678314797,0.340650113866896,1.15538318212656,0.653,0.173,0.12,0.025,0.029
75,-0.0145401187818808,-0.0128783469470891,0.0342723868119856,-0.0859996476306955,0.0481283765538647,0.954213941416842,0.535780468264677,1.31511544180196,0.825601625159827,0.366467320391758,1.27951495211345,0.934195333880001,0.544881983499582,1.28299094398401,0.751188697964648,0.381304957481092,1.16065788671474,0.762764343653696,0.389456721194216,1.20866130492938,0.416,0.113,0.382,0.042,0.047
76,0.0312281947525248,0.0318452519350405,0.0322676211257822,-0.0409411261729587,0.0923638585549973,0.989733950981839,0.632932818019903,1.34718668550098,0.722331418092324,0.109764811037193,1.27103005421781,0.968107699785405,0.599927468059221,1.33107064872057,0.812980905360482,0.220370804567841,1.32675105706066,0.82691656622159,0.212663070930658,1.37103107462215,0.422,0.024,0.319,0.101,0.134
77,-0.0154282667331194,-0.014146222024046,0.0269999671748752,-0.0654773314097277,0.0376883421727465,1.00794747793135,0.547536514241176,1.41870512439032,1.05142107456998,0.632652156084128,1.39078058875828,0.885444822101269,0.414679410937151,1.31565370848226,0.743592944193951,0.197627029875196,1.20692632174379,0.854417584951505,0.375025513588146,1.31609035946304,0.332,0.532,0.075,0.018,0.043
78,0.00261910887654798,0.000473244142961626,0.0324446611076019,-0.0551163266632278,0.0714787356951871,1.01013385974276,0.662847929792725,1.35333870432289,0.999273222476449,0.517574112400164,1.4518301907866,0.81841956710927,0.406116754780308,1.21293948596036,0.830000400973951,0.317305369263273,1.32442262196427,0.926199798573707,0.465629283976897,1.33655672990406,0.412,0.381,0.02,0.048,0.139
79,-0.0187744813322559,-0.0192550229403459,0.0302540778467513,-0.0761624656046871,0.042921828626682,0.826623483901081,0.415207046086538,1.17219997616249,0.845773660813879,0.418780322649748,1.23578620367794,0.969479569317218,0.637861842922677,1.28261002142114,0.774012245781277,0.377564094116428,1.15536100361334,0.757917396467158,0.394657159766161,1.11377880023524,0.141,0.17,0.582,0.059,0.048
80,-0.00251035845785957,-0.000843509977048129,0.0270684345641809,-0.057335633669974,0.0497464014328216,1.20349997476655,0.896495398903933,1.50974380100169,0.960033329523635,0.589828370158966,1.31865767527283,0.928365356113633,0.545681559845473,1.29012658468091,0.736156776763787,0.24114995469786,1.17091810608775,0.741149789728803,0.246592559985576,1.20345535423634,0.84,0.086,0.053,0.008,0.013
81,0.00387610615912874,0.0034622973970912,0.0328149854774001,-0.0635520919819638,0.0701994160631402,1.09174451260769,0.844051434671387,1.40876126516797,0.782514795528137,0.316197328442278,1.22801129513496,0.870147241372914,0.562787553074664,1.16837275807662,0.766681594733469,0.317577977929998,1.21338541653869,0.770999180614712,0.302993607365075,1.1664814964938,0.819,0.044,0.075,0.034,0.028
82,-0.0100150838219326,-0.0108451579788126,0.0321031259280515,-0.0705057884826236,0.0536981039864402,1.02704244489141,0.652629615002246,1.40925684637069,0.717026005001758,0.209233202832413,1.19644510505588,0.890860325167107,0.500214751094958,1.29245288167455,0.843687933800914,0.423983698539676,1.24186875819768,0.799689728913384,0.360291996625308,1.26695270682948,0.694,0.031,0.104,0.093,0.078
83,0.0175747711890402,0.0169316270057019,0.0286638045982481,-0.035864098484075,0.0774934781004062,1.17307184160969,0.822277739035587,1.53869561902493,0.82111579267461,0.342748333286574,1.28135023287502,0.976058657959445,0.562267990594617,1.38176960408428,0.817824697412897,0.304596830415715,1.26791474730037,0.798115515419834,0.321260223646767,1.24050990817288,0.785,0.026,0.168,0.012,0.009
84,-0.0356347637968058,-0.0355970042882383,0.0318770464072319,-0.0956084770260237,0.0270088982018472,0.858154382563422,0.424215483134809,1.25701493137376,0.842701619108715,0.349206677706976,1.28493163221336,0.998584523047037,0.655312894622836,1.33185463544579,0.791251189522573,0.346067800656883,1.22883624228015,0.755219168256235,0.326202388417238,1.18479713112563,0.117,0.161,0.638,0.062,0.022
85,-0.0179258480296238,-0.0186439131812376,0.0260725946058634,-0.0656373556661902,0.0406264656902096,1.27817940403671,1.02086245066133,1.55081035810943,0.723843980115749,0.245609319018078,1.23879312742225,0.946017003853692,0.592785916200318,1.34465593046591,0.821972088411944,0.306065362983297,1.27990705706713,0.726135327971868,0.295518034543614,1.13391451546819,0.921,0.007,0.051,0.02,0.001
86,-0.00620499225107548,-0.00491263874427306,0.0368024279077824,-0.0820889938461435,0.0588790083887982,1.08501202181999,0.745098624594886,1.41702829814241,0.832334875761612,0.40072578550197,1.22330083782882,0.848789531133976,0.388639559350639,1.27555595871705,0.837517834812214,0.377064139158222,1.28202080645112,0.794369615555933,0.324254893017434,1.24582981392869,0.774,0.036,0.078,0.066,0.046
87,0.0185903596151798,0.0178830747114138,0.0254539782236932,-0.0298946076668785,0.0710706741016055,1.14201266508624,0.822831273992536,1.4380613526216,0.906371376049346,0.519796925436692,1.28938437551502,1.25951273364166,0.949082610876411,1.58554692440635,0.888624291574689,0.465289373828114,1.29827406321303,0.903960872914963,0.483160285928803,1.29869135683081,0.263,0.012,0.691,0.014,0.02
88,0.00436829370894324,0.00232812722109516,0.0297239514748558,-0.0492865342563438,0.0675982998173437,1.30669924475624,0.953419618417479,1.60752359017945,1.00235045961191,0.560098452038033,1.40725309117512,1.0001748701827,0.648041943227189,1.32154648975191,1.00483092880805,0.580868532091778,1.35521741557471,0.815830746357235,0.339464982365148,1.20597747599341,0.852,0.06,0.021,0.064,0.003
89,0.0371478717237774,0.0371628117993997,0.033898326274291,-0.0309352461209098,0.103054548071598,0.961059634949167,0.547949466900187,1.3747944696023,0.812091865913251,0.31751734756242,1.24304812541744,0.79967093478138,0.292596546384353,1.26568959847341,0.866171796814007,0.419457036242121,1.29949858004336,0.829593441484864,0.299722984779684,1.2799638192184,0.504,0.087,0.098,0.183,0.128
90,0.0126218979228188,0.0114253902541592,0.0304884239154541,-0.0479656125148878,0.0752223797480295,0.937410925144079,0.499454304070095,1.3048558799053,0.783055163925774,0.26449502965037,1.27355057925602,0.881068390654546,0.473173760064026,1.27010548369944,0.769228296753945,0.270911915110324,1.26326336918783,0.759117243357373,0.248918704341543,1.23102097958694,0.483,0.11,0.238,0.086,0.083
91,0.00485379136106541,0.00612993382879323,0.0254796819574079,-0.0467763224610487,0.0523777854832965,1.31385252440578,1.00288929861276,1.63889370944778,0.852224057776966,0.385809875411256,1.29602080992561,0.887136316645957,0.397339938755025,1.2772919942374,0.868018069185861,0.432902984561712,1.2841291482887,0.764408089244013,0.207459686367338,1.27014402269525,0.917,0.024,0.02,0.029,0.01
92,0.025866668304358,0.0255411169911162,0.0325068749667733,-0.0369514817250929,0.0908984479930103,1.01562864863997,0.731194006785988,1.3174671485551,0.908914450198401,0.522529445819099,1.27150375485063,1.0224343894883,0.711549563872584,1.36847517761856,0.861855615882264,0.427085954221469,1.23181035703945,0.826840316474347,0.419501338241745,1.21748509276503,0.372,0.124,0.398,0.061,0.045
93,-0.00150328110678865,-0.00297346426649686,0.026866886782358,-0.052914764557374,0.0529582270889711,1.02594265080961,0.713906440828946,1.32371864304491,0.744126610777613,0.259923769717652,1.17743224182453,1.03334282474695,0.695630717706573,1.33672915921256,0.847127454423001,0.422730173219469,1.25420460032428,0.865168197398967,0.443362163527117,1.34263658634595,0.42,0.016,0.439,0.053,0.072
94,0.0780529888276491,0.0786610751722872,0.0345067894090192,0.00949954023247146,0.148664489940896,0.97968666844521,0.579558251122853,1.34256983302296,0.747910817429262,0.175721945066016,1.26940379702666,0.774909096103595,0.269956738566707,1.25483006627448,0.852047316846119,0.347844123098645,1.25088275774453,0.875319800573249,0.394995408435012,1.34214016296236,0.567,0.052,0.047,0.13,0.204
95,0.00322263788589634,0.0045519543435491,0.0329261983439815,-0.0604974390485053,0.0683345859644003,1.06691975310775,0.768134327956993,1.40906446081828,0.730825517344324,0.200857445992776,1.19391676184169,0.832675899129833,0.387229888132877,1.261366968438,0.800347061084286,0.310542826076714,1.25865516832833,0.675391715038759,0.130695119138994,1.1848288800312,0.82,0.029,0.089,0.048,0.014
96,0.0588730442104543,0.0597247050562681,0.0276058803108425,0.00416257084712884,0.110401014876465,1.14847778860078,0.813603247734618,1.52753539178481,0.793804001474535,0.344893858121613,1.20536623887876,0.884791852544699,0.419678878652012,1.34830737470114,0.928661557769965,0.54751252115505,1.289391767903,1.08358070822121,0.724023427160529,1.40996789070818,0.591,0.009,0.038,0.041,0.321
97,0.0391260976060221,0.0403244340894575,0.0385009716424715,-0.0359205892895638,0.113572518956307,1.03164736327979,0.637188406219974,1.37496834037022,0.827913815092048,0.370558342534151,1.25320647346329,0.808549725842787,0.322838194899653,1.28041988398924,0.902871572899079,0.44723612166144,1.31857363879922,0.884670294366776,0.386854036321478,1.34406815593651,0.613,0.049,0.064,0.138,0.136
98,0.0328542089362797,0.0301404825057577,0.0337356276425133,-0.0301957477869691,0.0960119882375085,0.977511706754908,0.584535149549059,1.34837611259779,0.950616218101216,0.524887049971742,1.33703508746394,0.851443191400846,0.364058949262258,1.25982775043417,1.02256416265308,0.615021810536129,1.37717206168961,0.867695313497866,0.406188616638866,1.28633902899583,0.261,0.226,0.059,0.394,0.06
99,0.0159393321890451,0.0150138337562189,0.0331434483695651,-0.046664818206692,0.0837135223065352,1.02737484867145,0.668620443335515,1.38602244101016,0.995310538247987,0.499418995840028,1.4373471000526,0.810161125928344,0.34484123810958,1.22549817982328,0.803420980970819,0.202540875983011,1.32147074177274,0.890116036054402,0.335849630501717,1.36344762975183,0.449,0.303,0.033,0.088,0.127
100,0.00940439050157546,0.0080355899747182,0.0327965488676598,-0.0573272329010637,0.0718387320917876,0.811647788172293,0.252744883452174,1.30072458672579,0.755029585136962,0.210744213981567,1.24182229114173,0.926798148565621,0.480710208518575,1.32777364461968,0.842845846358942,0.395382086558003,1.27366369640606,0.931768389144763,0.432997787508195,1.37349752014805,0.084,0.042,0.38,0.13,0.364
101,0.0287528334771868,0.0285643809933867,0.0247089805843479,-0.0182641526006759,0.0737834663604311,1.07543448506071,0.811147100871899,1.354428494739,0.892851121805567,0.470616905092521,1.27214175137906,0.958640813097123,0.662839424936102,1.24770783950521,0.886355248214724,0.474469840427477,1.28939359844374,0.834039395654465,0.37424109120531,1.22383795977685,0.62,0.092,0.148,0.087,0.053
102,0.0446874987119371,0.0458305662008159,0.0394858185433622,-0.0325073349462289,0.1188527158274,0.799887134253606,0.289679545196448,1.26052393418543,0.958679418662791,0.537367874464295,1.30844955141326,0.754439620475345,0.196671916328862,1.21927514059988,0.767203252852198,0.267898976841684,1.22471292850691,0.773537511649979,0.239926850194218,1.20949756539916,0.154,0.587,0.087,0.091,0.081
103,0.0255131104055571,0.02464854596852,0.0315099578181649,-0.0345210063730936,0.0875238292877715,0.84575362668716,0.381186940280184,1.32267936131518,0.602110657163971,0.0334513436975168,1.13341336931455,0.676728780779317,0.196106304211225,1.15749272646854,0.775261301397615,0.288877127703363,1.22866267639999,0.674822186628562,0.0821455345401613,1.21143753374403,0.523,0.024,0.064,0.294,0.095
